q1_neighbor_count,q2_neighbor_count,min_neighbor_count,max_neighbor_count,mean_neighbor_count,sum_neighbor_count,diff_neighbor_count,shared_neighbor_count
45,42,42,45,43.5,87,3,32
8,1,1,8,4.5,9,7,0
6,9,6,9,7.5,15,3,5
8,14,8,14,11.0,22,6,5
4,2,2,4,3.0,6,2,0
4,7,4,7,5.5,11,3,1
2,21,2,21,11.5,23,19,1
1,6,1,6,3.5,7,5,0
7,2,2,7,4.5,9,5,0
21,10,10,21,15.5,31,11,4
1,4,1,4,2.5,5,3,0
2,4,2,4,3.0,6,2,0
32,33,32,33,32.5,65,1,31
10,8,8,10,9.0,18,2,3
4,4,4,4,4.0,8,0,3
7,1,1,7,4.0,8,6,0
4,5,4,5,4.5,9,1,3
1,5,1,5,3.0,6,4,0
23,18,18,23,20.5,41,5,16
8,8,8,8,8.0,16,0,6
3,10,3,10,6.5,13,7,2
3,5,3,5,4.0,8,2,2
4,28,4,28,16.0,32,24,1
6,1,1,6,3.5,7,5,0
50,50,50,50,50.0,100,0,48
8,5,5,8,6.5,13,3,4
6,4,4,6,5.0,10,2,1
9,1,1,9,5.0,10,8,0
19,16,16,19,17.5,35,3,14
27,24,24,27,25.5,51,3,23
10,24,10,24,17.0,34,14,8
11,22,11,22,16.5,33,11,4
7,11,7,11,9.0,18,4,6
5,1,1,5,3.0,6,4,0
39,24,24,39,31.5,63,15,15
10,9,9,10,9.5,19,1,7
4,5,4,5,4.5,9,1,1
4,1,1,4,2.5,5,3,0
2,6,2,6,4.0,8,4,0
12,11,11,12,11.5,23,1,8
10,5,5,10,7.5,15,5,4
7,7,7,7,7.0,14,0,5
7,4,4,7,5.5,11,3,3
4,1,1,4,2.5,5,3,0
1,4,1,4,2.5,5,3,0
1,5,1,5,3.0,6,4,0
12,5,5,12,8.5,17,7,3
2,5,2,5,3.5,7,3,1
15,13,13,15,14.0,28,2,12
1,5,1,5,3.0,6,4,0
23,22,22,23,22.5,45,1,20
19,17,17,19,18.0,36,2,5
45,26,26,45,35.5,71,19,24
2,6,2,6,4.0,8,4,1
24,11,11,24,17.5,35,13,9
4,7,4,7,5.5,11,3,3
8,1,1,8,4.5,9,7,0
4,6,4,6,5.0,10,2,1
3,9,3,9,6.0,12,6,2
7,2,2,7,4.5,9,5,1
5,1,1,5,3.0,6,4,0
5,2,2,5,3.5,7,3,1
10,5,5,10,7.5,15,5,4
4,2,2,4,3.0,6,2,1
12,12,12,12,12.0,24,0,11
5,6,5,6,5.5,11,1,4
7,7,7,7,7.0,14,0,6
4,1,1,4,2.5,5,3,0
5,6,5,6,5.5,11,1,4
1,4,1,4,2.5,5,3,0
12,10,10,12,11.0,22,2,8
6,7,6,7,6.5,13,1,4
12,6,6,12,9.0,18,6,4
5,7,5,7,6.0,12,2,4
75,1,1,75,38.0,76,74,0
1,6,1,6,3.5,7,5,0
12,9,9,12,10.5,21,3,7
34,36,34,36,35.0,70,2,33
17,35,17,35,26.0,52,18,14
6,1,1,6,3.5,7,5,0
4,1,1,4,2.5,5,3,0
5,3,3,5,4.0,8,2,2
1,65,1,65,33.0,66,64,0
15,28,15,28,21.5,43,13,11
1,14,1,14,7.5,15,13,0
23,16,16,23,19.5,39,7,9
18,21,18,21,19.5,39,3,13
4,1,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
6,1,1,6,3.5,7,5,0
9,7,7,9,8.0,16,2,6
4,15,4,15,9.5,19,11,3
1,4,1,4,2.5,5,3,0
5,1,1,5,3.0,6,4,0
3,5,3,5,4.0,8,2,2
23,23,23,23,23.0,46,0,15
5,19,5,19,12.0,24,14,4
8,12,8,12,10.0,20,4,6
10,1,1,10,5.5,11,9,0
17,13,13,17,15.0,30,4,12
14,1,1,14,7.5,15,13,0
9,8,8,9,8.5,17,1,7
10,9,9,10,9.5,19,1,8
26,42,26,42,34.0,68,16,18
5,1,1,5,3.0,6,4,0
9,9,9,9,9.0,18,0,8
8,1,1,8,4.5,9,7,0
4,1,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
7,7,7,7,7.0,14,0,6
4,4,4,4,4.0,8,0,3
4,5,4,5,4.5,9,1,1
11,11,11,11,11.0,22,0,10
15,11,11,15,13.0,26,4,9
4,4,4,4,4.0,8,0,1
33,32,32,33,32.5,65,1,31
1,5,1,5,3.0,6,4,0
1,5,1,5,3.0,6,4,0
1,13,1,13,7.0,14,12,0
20,12,12,20,16.0,32,8,11
1,23,1,23,12.0,24,22,0
5,5,5,5,5.0,10,0,3
4,8,4,8,6.0,12,4,2
7,10,7,10,8.5,17,3,6
21,23,21,23,22.0,44,2,11
13,6,6,13,9.5,19,7,2
19,20,19,20,19.5,39,1,18
1,9,1,9,5.0,10,8,0
2,7,2,7,4.5,9,5,1
9,4,4,9,6.5,13,5,0
9,7,7,9,8.0,16,2,5
1,8,1,8,4.5,9,7,0
1,8,1,8,4.5,9,7,0
11,11,11,11,11.0,22,0,10
5,5,5,5,5.0,10,0,4
12,5,5,12,8.5,17,7,4
5,5,5,5,5.0,10,0,0
6,6,6,6,6.0,12,0,4
6,2,2,6,4.0,8,4,1
12,13,12,13,12.5,25,1,10
7,2,2,7,4.5,9,5,1
1,4,1,4,2.5,5,3,0
10,6,6,10,8.0,16,4,3
21,19,19,21,20.0,40,2,18
7,7,7,7,7.0,14,0,4
1,6,1,6,3.5,7,5,0
1,4,1,4,2.5,5,3,0
8,1,1,8,4.5,9,7,0
1,8,1,8,4.5,9,7,0
6,7,6,7,6.5,13,1,5
1,5,1,5,3.0,6,4,0
15,25,15,25,20.0,40,10,14
1,6,1,6,3.5,7,5,0
23,41,23,41,32.0,64,18,16
9,11,9,11,10.0,20,2,8
7,26,7,26,16.5,33,19,6
13,8,8,13,10.5,21,5,7
4,4,4,4,4.0,8,0,3
1,4,1,4,2.5,5,3,0
13,33,13,33,23.0,46,20,12
5,5,5,5,5.0,10,0,0
1,6,1,6,3.5,7,5,0
1,19,1,19,10.0,20,18,0
10,1,1,10,5.5,11,9,0
4,1,1,4,2.5,5,3,0
5,9,5,9,7.0,14,4,4
1,4,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
6,1,1,6,3.5,7,5,0
6,4,4,6,5.0,10,2,3
13,15,13,15,14.0,28,2,2
1,5,1,5,3.0,6,4,0
9,9,9,9,9.0,18,0,7
6,5,5,6,5.5,11,1,3
4,1,1,4,2.5,5,3,0
1,6,1,6,3.5,7,5,0
1,30,1,30,15.5,31,29,0
15,17,15,17,16.0,32,2,3
2,4,2,4,3.0,6,2,0
29,21,21,29,25.0,50,8,17
6,9,6,9,7.5,15,3,2
8,8,8,8,8.0,16,0,6
2,4,2,4,3.0,6,2,1
12,6,6,12,9.0,18,6,3
7,8,7,8,7.5,15,1,5
6,1,1,6,3.5,7,5,0
4,1,1,4,2.5,5,3,0
4,2,2,4,3.0,6,2,1
10,9,9,10,9.5,19,1,8
7,2,2,7,4.5,9,5,1
9,7,7,9,8.0,16,2,6
4,5,4,5,4.5,9,1,3
9,9,9,9,9.0,18,0,8
17,16,16,17,16.5,33,1,11
1,6,1,6,3.5,7,5,0
4,4,4,4,4.0,8,0,3
5,2,2,5,3.5,7,3,1
10,12,10,12,11.0,22,2,9
4,18,4,18,11.0,22,14,0
31,32,31,32,31.5,63,1,30
9,11,9,11,10.0,20,2,6
2,14,2,14,8.0,16,12,0
1,52,1,52,26.5,53,51,0
4,5,4,5,4.5,9,1,2
1,9,1,9,5.0,10,8,0
14,15,14,15,14.5,29,1,9
1,4,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
6,5,5,6,5.5,11,1,4
13,12,12,13,12.5,25,1,11
1,4,1,4,2.5,5,3,0
24,51,24,51,37.5,75,27,20
1,27,1,27,14.0,28,26,0
26,11,11,26,18.5,37,15,6
5,1,1,5,3.0,6,4,0
5,1,1,5,3.0,6,4,0
10,15,10,15,12.5,25,5,9
4,1,1,4,2.5,5,3,0
1,4,1,4,2.5,5,3,0
1,7,1,7,4.0,8,6,0
1,12,1,12,6.5,13,11,0
1,7,1,7,4.0,8,6,0
27,27,27,27,27.0,54,0,26
25,34,25,34,29.5,59,9,18
4,3,3,4,3.5,7,1,2
5,5,5,5,5.0,10,0,4
13,8,8,13,10.5,21,5,0
6,19,6,19,12.5,25,13,1
1,4,1,4,2.5,5,3,0
17,3,3,17,10.0,20,14,1
11,11,11,11,11.0,22,0,7
4,4,4,4,4.0,8,0,3
27,24,24,27,25.5,51,3,23
4,1,1,4,2.5,5,3,0
15,11,11,15,13.0,26,4,10
4,5,4,5,4.5,9,1,3
7,5,5,7,6.0,12,2,4
15,10,10,15,12.5,25,5,8
8,5,5,8,6.5,13,3,3
5,6,5,6,5.5,11,1,3
4,1,1,4,2.5,5,3,0
8,1,1,8,4.5,9,7,0
50,27,27,50,38.5,77,23,26
7,5,5,7,6.0,12,2,4
5,5,5,5,5.0,10,0,4
6,8,6,8,7.0,14,2,4
4,3,3,4,3.5,7,1,2
2,4,2,4,3.0,6,2,1
1,4,1,4,2.5,5,3,0
5,5,5,5,5.0,10,0,4
2,8,2,8,5.0,10,6,1
5,7,5,7,6.0,12,2,2
3,21,3,21,12.0,24,18,2
6,2,2,6,4.0,8,4,1
14,14,14,14,14.0,28,0,13
4,48,4,48,26.0,52,44,2
13,14,13,14,13.5,27,1,11
5,5,5,5,5.0,10,0,1
6,1,1,6,3.5,7,5,0
1,13,1,13,7.0,14,12,0
1,4,1,4,2.5,5,3,0
1,4,1,4,2.5,5,3,0
14,1,1,14,7.5,15,13,0
54,24,24,54,39.0,78,30,22
10,13,10,13,11.5,23,3,8
26,27,26,27,26.5,53,1,25
1,8,1,8,4.5,9,7,0
7,3,3,7,5.0,10,4,2
5,1,1,5,3.0,6,4,0
14,14,14,14,14.0,28,0,12
10,2,2,10,6.0,12,8,0
40,24,24,40,32.0,64,16,19
12,10,10,12,11.0,22,2,9
17,15,15,17,16.0,32,2,13
1,4,1,4,2.5,5,3,0
8,4,4,8,6.0,12,4,0
14,16,14,16,15.0,30,2,13
15,11,11,15,13.0,26,4,8
4,1,1,4,2.5,5,3,0
2,16,2,16,9.0,18,14,0
1,8,1,8,4.5,9,7,0
32,7,7,32,19.5,39,25,0
10,2,2,10,6.0,12,8,0
4,6,4,6,5.0,10,2,3
1,6,1,6,3.5,7,5,0
10,10,10,10,10.0,20,0,9
1,5,1,5,3.0,6,4,0
36,20,20,36,28.0,56,16,14
4,7,4,7,5.5,11,3,1
1,5,1,5,3.0,6,4,0
6,5,5,6,5.5,11,1,2
12,6,6,12,9.0,18,6,4
9,9,9,9,9.0,18,0,8
5,4,4,5,4.5,9,1,3
1,5,1,5,3.0,6,4,0
4,4,4,4,4.0,8,0,3
1,4,1,4,2.5,5,3,0
2,5,2,5,3.5,7,3,0
29,33,29,33,31.0,62,4,15
29,33,29,33,31.0,62,4,18
8,1,1,8,4.5,9,7,0
4,1,1,4,2.5,5,3,0
5,1,1,5,3.0,6,4,0
4,1,1,4,2.5,5,3,0
8,8,8,8,8.0,16,0,7
18,20,18,20,19.0,38,2,12
30,11,11,30,20.5,41,19,8
8,7,7,8,7.5,15,1,6
10,8,8,10,9.0,18,2,7
4,1,1,4,2.5,5,3,0
33,32,32,33,32.5,65,1,31
5,4,4,5,4.5,9,1,3
12,11,11,12,11.5,23,1,10
1,4,1,4,2.5,5,3,0
6,5,5,6,5.5,11,1,2
4,1,1,4,2.5,5,3,0
6,8,6,8,7.0,14,2,4
24,27,24,27,25.5,51,3,17
45,10,10,45,27.5,55,35,5
8,21,8,21,14.5,29,13,0
7,7,7,7,7.0,14,0,6
12,14,12,14,13.0,26,2,11
1,5,1,5,3.0,6,4,0
5,4,4,5,4.5,9,1,1
10,9,9,10,9.5,19,1,8
14,14,14,14,14.0,28,0,10
14,15,14,15,14.5,29,1,13
11,12,11,12,11.5,23,1,1
4,4,4,4,4.0,8,0,2
1,15,1,15,8.0,16,14,0
3,4,3,4,3.5,7,1,2
1,107,1,107,54.0,108,106,0
8,8,8,8,8.0,16,0,7
1,5,1,5,3.0,6,4,0
3,17,3,17,10.0,20,14,2
9,1,1,9,5.0,10,8,0
10,5,5,10,7.5,15,5,4
32,16,16,32,24.0,48,16,11
1,6,1,6,3.5,7,5,0
10,1,1,10,5.5,11,9,0
1,8,1,8,4.5,9,7,0
15,5,5,15,10.0,20,10,4
10,6,6,10,8.0,16,4,3
9,12,9,12,10.5,21,3,8
2,5,2,5,3.5,7,3,1
2,5,2,5,3.5,7,3,1
6,6,6,6,6.0,12,0,5
21,21,21,21,21.0,42,0,19
5,1,1,5,3.0,6,4,0
4,11,4,11,7.5,15,7,3
1,5,1,5,3.0,6,4,0
7,3,3,7,5.0,10,4,2
3,4,3,4,3.5,7,1,0
4,1,1,4,2.5,5,3,0
19,1,1,19,10.0,20,18,0
2,13,2,13,7.5,15,11,0
1,8,1,8,4.5,9,7,0
13,12,12,13,12.5,25,1,11
5,1,1,5,3.0,6,4,0
4,1,1,4,2.5,5,3,0
1,4,1,4,2.5,5,3,0
1,5,1,5,3.0,6,4,0
16,10,10,16,13.0,26,6,7
5,6,5,6,5.5,11,1,4
2,4,2,4,3.0,6,2,1
15,2,2,15,8.5,17,13,0
1,11,1,11,6.0,12,10,0
7,6,6,7,6.5,13,1,5
6,1,1,6,3.5,7,5,0
1,5,1,5,3.0,6,4,0
1,13,1,13,7.0,14,12,0
1,12,1,12,6.5,13,11,0
13,11,11,13,12.0,24,2,8
29,28,28,29,28.5,57,1,25
5,1,1,5,3.0,6,4,0
8,8,8,8,8.0,16,0,7
6,1,1,6,3.5,7,5,0
4,6,4,6,5.0,10,2,1
7,8,7,8,7.5,15,1,3
5,6,5,6,5.5,11,1,4
4,1,1,4,2.5,5,3,0
1,10,1,10,5.5,11,9,0
6,1,1,6,3.5,7,5,0
19,20,19,20,19.5,39,1,18
6,12,6,12,9.0,18,6,1
5,5,5,5,5.0,10,0,3
17,27,17,27,22.0,44,10,16
8,6,6,8,7.0,14,2,4
3,10,3,10,6.5,13,7,2
22,20,20,22,21.0,42,2,17
3,4,3,4,3.5,7,1,2
1,5,1,5,3.0,6,4,0
20,19,19,20,19.5,39,1,16
4,2,2,4,3.0,6,2,0
17,16,16,17,16.5,33,1,14
10,8,8,10,9.0,18,2,6
7,4,4,7,5.5,11,3,2
1,8,1,8,4.5,9,7,0
12,11,11,12,11.5,23,1,7
5,1,1,5,3.0,6,4,0
2,4,2,4,3.0,6,2,0
22,15,15,22,18.5,37,7,12
4,6,4,6,5.0,10,2,3
9,8,8,9,8.5,17,1,7
38,33,33,38,35.5,71,5,28
19,24,19,24,21.5,43,5,18
7,7,7,7,7.0,14,0,4
3,19,3,19,11.0,22,16,0
1,13,1,13,7.0,14,12,0
10,19,10,19,14.5,29,9,8
3,4,3,4,3.5,7,1,2
4,3,3,4,3.5,7,1,2
13,12,12,13,12.5,25,1,11
10,11,10,11,10.5,21,1,8
1,4,1,4,2.5,5,3,0
4,2,2,4,3.0,6,2,1
5,5,5,5,5.0,10,0,4
4,6,4,6,5.0,10,2,3
1,6,1,6,3.5,7,5,0
1,19,1,19,10.0,20,18,0
6,6,6,6,6.0,12,0,5
6,4,4,6,5.0,10,2,3
1,5,1,5,3.0,6,4,0
1,18,1,18,9.5,19,17,0
30,27,27,30,28.5,57,3,23
4,10,4,10,7.0,14,6,3
4,2,2,4,3.0,6,2,1
5,5,5,5,5.0,10,0,4
8,9,8,9,8.5,17,1,0
21,17,17,21,19.0,38,4,15
11,10,10,11,10.5,21,1,5
22,20,20,22,21.0,42,2,19
6,4,4,6,5.0,10,2,2
6,7,6,7,6.5,13,1,5
8,7,7,8,7.5,15,1,5
51,43,43,51,47.0,94,8,25
15,14,14,15,14.5,29,1,13
6,1,1,6,3.5,7,5,0
11,1,1,11,6.0,12,10,0
27,34,27,34,30.5,61,7,23
1,4,1,4,2.5,5,3,0
16,17,16,17,16.5,33,1,11
11,12,11,12,11.5,23,1,9
40,36,36,40,38.0,76,4,34
9,10,9,10,9.5,19,1,8
7,20,7,20,13.5,27,13,5
1,11,1,11,6.0,12,10,0
13,1,1,13,7.0,14,12,0
4,3,3,4,3.5,7,1,0
8,5,5,8,6.5,13,3,4
18,2,2,18,10.0,20,16,1
20,24,20,24,22.0,44,4,14
4,5,4,5,4.5,9,1,3
8,2,2,8,5.0,10,6,0
1,6,1,6,3.5,7,5,0
21,25,21,25,23.0,46,4,20
9,6,6,9,7.5,15,3,5
5,1,1,5,3.0,6,4,0
1,15,1,15,8.0,16,14,0
8,1,1,8,4.5,9,7,0
5,31,5,31,18.0,36,26,0
4,1,1,4,2.5,5,3,0
4,4,4,4,4.0,8,0,1
4,3,3,4,3.5,7,1,2
6,1,1,6,3.5,7,5,0
1,11,1,11,6.0,12,10,0
19,20,19,20,19.5,39,1,17
5,4,4,5,4.5,9,1,0
4,1,1,4,2.5,5,3,0
4,40,4,40,22.0,44,36,2
8,5,5,8,6.5,13,3,4
1,4,1,4,2.5,5,3,0
2,4,2,4,3.0,6,2,1
1,6,1,6,3.5,7,5,0
7,7,7,7,7.0,14,0,6
8,1,1,8,4.5,9,7,0
1,6,1,6,3.5,7,5,0
4,5,4,5,4.5,9,1,3
9,9,9,9,9.0,18,0,8
4,1,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
9,7,7,9,8.0,16,2,6
6,5,5,6,5.5,11,1,4
24,24,24,24,24.0,48,0,14
6,8,6,8,7.0,14,2,5
6,1,1,6,3.5,7,5,0
3,5,3,5,4.0,8,2,2
4,4,4,4,4.0,8,0,3
4,5,4,5,4.5,9,1,3
21,18,18,21,19.5,39,3,16
5,1,1,5,3.0,6,4,0
3,4,3,4,3.5,7,1,2
14,1,1,14,7.5,15,13,0
12,12,12,12,12.0,24,0,11
13,10,10,13,11.5,23,3,8
49,22,22,49,35.5,71,27,18
1,5,1,5,3.0,6,4,0
1,6,1,6,3.5,7,5,0
2,12,2,12,7.0,14,10,1
17,11,11,17,14.0,28,6,9
1,5,1,5,3.0,6,4,0
13,13,13,13,13.0,26,0,4
21,22,21,22,21.5,43,1,20
4,4,4,4,4.0,8,0,3
5,1,1,5,3.0,6,4,0
4,4,4,4,4.0,8,0,3
15,13,13,15,14.0,28,2,12
1,6,1,6,3.5,7,5,0
12,19,12,19,15.5,31,7,6
6,12,6,12,9.0,18,6,4
7,1,1,7,4.0,8,6,0
6,7,6,7,6.5,13,1,4
27,34,27,34,30.5,61,7,25
25,27,25,27,26.0,52,2,21
6,1,1,6,3.5,7,5,0
15,28,15,28,21.5,43,13,12
9,7,7,9,8.0,16,2,4
21,24,21,24,22.5,45,3,18
22,7,7,22,14.5,29,15,4
8,11,8,11,9.5,19,3,4
13,11,11,13,12.0,24,2,6
5,1,1,5,3.0,6,4,0
11,4,4,11,7.5,15,7,3
10,1,1,10,5.5,11,9,0
4,2,2,4,3.0,6,2,0
9,9,9,9,9.0,18,0,8
38,39,38,39,38.5,77,1,32
25,19,19,25,22.0,44,6,16
1,10,1,10,5.5,11,9,0
5,6,5,6,5.5,11,1,3
9,10,9,10,9.5,19,1,6
2,4,2,4,3.0,6,2,0
3,6,3,6,4.5,9,3,1
1,5,1,5,3.0,6,4,0
7,6,6,7,6.5,13,1,5
5,3,3,5,4.0,8,2,2
37,51,37,51,44.0,88,14,29
14,14,14,14,14.0,28,0,13
4,1,1,4,2.5,5,3,0
4,4,4,4,4.0,8,0,0
27,27,27,27,27.0,54,0,26
7,10,7,10,8.5,17,3,6
11,10,10,11,10.5,21,1,9
18,19,18,19,18.5,37,1,15
7,10,7,10,8.5,17,3,6
8,4,4,8,6.0,12,4,3
1,52,1,52,26.5,53,51,0
1,6,1,6,3.5,7,5,0
4,6,4,6,5.0,10,2,3
8,9,8,9,8.5,17,1,6
1,10,1,10,5.5,11,9,0
2,5,2,5,3.5,7,3,0
5,26,5,26,15.5,31,21,0
12,11,11,12,11.5,23,1,9
21,14,14,21,17.5,35,7,11
6,1,1,6,3.5,7,5,0
1,5,1,5,3.0,6,4,0
6,107,6,107,56.5,113,101,3
7,1,1,7,4.0,8,6,0
18,33,18,33,25.5,51,15,17
6,3,3,6,4.5,9,3,2
8,2,2,8,5.0,10,6,0
1,4,1,4,2.5,5,3,0
16,7,7,16,11.5,23,9,5
1,4,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
14,9,9,14,11.5,23,5,0
9,7,7,9,8.0,16,2,3
3,6,3,6,4.5,9,3,2
7,1,1,7,4.0,8,6,0
24,36,24,36,30.0,60,12,17
2,6,2,6,4.0,8,4,0
4,1,1,4,2.5,5,3,0
8,11,8,11,9.5,19,3,7
22,20,20,22,21.0,42,2,16
12,15,12,15,13.5,27,3,11
15,15,15,15,15.0,30,0,14
8,8,8,8,8.0,16,0,7
1,4,1,4,2.5,5,3,0
10,13,10,13,11.5,23,3,8
4,1,1,4,2.5,5,3,0
22,16,16,22,19.0,38,6,15
13,13,13,13,13.0,26,0,8
9,7,7,9,8.0,16,2,4
1,9,1,9,5.0,10,8,0
11,13,11,13,12.0,24,2,10
7,1,1,7,4.0,8,6,0
12,1,1,12,6.5,13,11,0
9,9,9,9,9.0,18,0,8
6,1,1,6,3.5,7,5,0
18,48,18,48,33.0,66,30,11
5,1,1,5,3.0,6,4,0
5,4,4,5,4.5,9,1,3
2,9,2,9,5.5,11,7,0
21,32,21,32,26.5,53,11,20
4,6,4,6,5.0,10,2,3
5,12,5,12,8.5,17,7,3
11,6,6,11,8.5,17,5,0
45,26,26,45,35.5,71,19,21
7,1,1,7,4.0,8,6,0
11,10,10,11,10.5,21,1,9
2,18,2,18,10.0,20,16,0
7,6,6,7,6.5,13,1,4
24,29,24,29,26.5,53,5,0
1,19,1,19,10.0,20,18,0
19,16,16,19,17.5,35,3,15
4,5,4,5,4.5,9,1,3
24,24,24,24,24.0,48,0,21
4,4,4,4,4.0,8,0,3
4,1,1,4,2.5,5,3,0
2,6,2,6,4.0,8,4,1
7,7,7,7,7.0,14,0,5
1,6,1,6,3.5,7,5,0
1,41,1,41,21.0,42,40,0
1,12,1,12,6.5,13,11,0
27,28,27,28,27.5,55,1,26
1,12,1,12,6.5,13,11,0
1,4,1,4,2.5,5,3,0
30,1,1,30,15.5,31,29,0
11,1,1,11,6.0,12,10,0
4,20,4,20,12.0,24,16,1
32,33,32,33,32.5,65,1,31
27,38,27,38,32.5,65,11,25
19,13,13,19,16.0,32,6,12
4,1,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
8,7,7,8,7.5,15,1,6
5,14,5,14,9.5,19,9,4
7,8,7,8,7.5,15,1,6
4,1,1,4,2.5,5,3,0
1,15,1,15,8.0,16,14,0
4,1,1,4,2.5,5,3,0
6,4,4,6,5.0,10,2,3
5,3,3,5,4.0,8,2,1
8,8,8,8,8.0,16,0,7
7,7,7,7,7.0,14,0,6
10,12,10,12,11.0,22,2,9
32,32,32,32,32.0,64,0,30
4,1,1,4,2.5,5,3,0
4,3,3,4,3.5,7,1,2
1,5,1,5,3.0,6,4,0
1,5,1,5,3.0,6,4,0
3,8,3,8,5.5,11,5,1
4,2,2,4,3.0,6,2,0
1,4,1,4,2.5,5,3,0
23,18,18,23,20.5,41,5,17
12,6,6,12,9.0,18,6,2
6,6,6,6,6.0,12,0,5
1,5,1,5,3.0,6,4,0
1,17,1,17,9.0,18,16,0
26,26,26,26,26.0,52,0,25
12,12,12,12,12.0,24,0,10
1,7,1,7,4.0,8,6,0
6,7,6,7,6.5,13,1,5
10,5,5,10,7.5,15,5,3
14,19,14,19,16.5,33,5,10
5,5,5,5,5.0,10,0,4
1,21,1,21,11.0,22,20,0
6,3,3,6,4.5,9,3,0
6,4,4,6,5.0,10,2,3
4,5,4,5,4.5,9,1,3
6,1,1,6,3.5,7,5,0
4,1,1,4,2.5,5,3,0
13,12,12,13,12.5,25,1,9
19,36,19,36,27.5,55,17,0
6,2,2,6,4.0,8,4,1
4,5,4,5,4.5,9,1,1
15,15,15,15,15.0,30,0,10
28,20,20,28,24.0,48,8,19
14,12,12,14,13.0,26,2,11
8,9,8,9,8.5,17,1,6
16,8,8,16,12.0,24,8,7
6,8,6,8,7.0,14,2,5
13,15,13,15,14.0,28,2,12
5,4,4,5,4.5,9,1,3
5,1,1,5,3.0,6,4,0
9,15,9,15,12.0,24,6,7
8,12,8,12,10.0,20,4,5
2,4,2,4,3.0,6,2,1
14,15,14,15,14.5,29,1,11
5,1,1,5,3.0,6,4,0
12,1,1,12,6.5,13,11,0
1,7,1,7,4.0,8,6,0
9,8,8,9,8.5,17,1,6
12,12,12,12,12.0,24,0,5
18,24,18,24,21.0,42,6,16
11,11,11,11,11.0,22,0,7
23,15,15,23,19.0,38,8,12
5,4,4,5,4.5,9,1,2
5,25,5,25,15.0,30,20,4
4,5,4,5,4.5,9,1,1
1,6,1,6,3.5,7,5,0
20,21,20,21,20.5,41,1,18
5,5,5,5,5.0,10,0,4
4,1,1,4,2.5,5,3,0
4,3,3,4,3.5,7,1,2
7,6,6,7,6.5,13,1,3
6,1,1,6,3.5,7,5,0
45,36,36,45,40.5,81,9,35
1,7,1,7,4.0,8,6,0
4,11,4,11,7.5,15,7,2
8,3,3,8,5.5,11,5,2
6,6,6,6,6.0,12,0,3
1,16,1,16,8.5,17,15,0
5,3,3,5,4.0,8,2,1
2,16,2,16,9.0,18,14,0
12,1,1,12,6.5,13,11,0
5,4,4,5,4.5,9,1,3
2,27,2,27,14.5,29,25,0
20,22,20,22,21.0,42,2,18
1,22,1,22,11.5,23,21,0
14,12,12,14,13.0,26,2,8
24,19,19,24,21.5,43,5,18
10,1,1,10,5.5,11,9,0
14,1,1,14,7.5,15,13,0
2,4,2,4,3.0,6,2,1
13,15,13,15,14.0,28,2,6
13,9,9,13,11.0,22,4,8
7,2,2,7,4.5,9,5,0
15,14,14,15,14.5,29,1,13
4,4,4,4,4.0,8,0,3
20,12,12,20,16.0,32,8,9
49,32,32,49,40.5,81,17,19
11,5,5,11,8.0,16,6,1
1,13,1,13,7.0,14,12,0
7,15,7,15,11.0,22,8,2
4,1,1,4,2.5,5,3,0
18,21,18,21,19.5,39,3,17
1,20,1,20,10.5,21,19,0
10,12,10,12,11.0,22,2,9
1,8,1,8,4.5,9,7,0
18,14,14,18,16.0,32,4,8
1,4,1,4,2.5,5,3,0
3,6,3,6,4.5,9,3,2
5,4,4,5,4.5,9,1,3
1,20,1,20,10.5,21,19,0
11,11,11,11,11.0,22,0,9
19,26,19,26,22.5,45,7,13
5,13,5,13,9.0,18,8,4
6,2,2,6,4.0,8,4,0
14,17,14,17,15.5,31,3,13
13,10,10,13,11.5,23,3,9
8,8,8,8,8.0,16,0,7
19,10,10,19,14.5,29,9,8
4,1,1,4,2.5,5,3,0
31,32,31,32,31.5,63,1,29
5,4,4,5,4.5,9,1,1
8,1,1,8,4.5,9,7,0
3,4,3,4,3.5,7,1,1
6,2,2,6,4.0,8,4,1
15,11,11,15,13.0,26,4,10
7,5,5,7,6.0,12,2,4
1,6,1,6,3.5,7,5,0
1,26,1,26,13.5,27,25,0
1,12,1,12,6.5,13,11,0
3,5,3,5,4.0,8,2,2
12,14,12,14,13.0,26,2,5
1,8,1,8,4.5,9,7,0
8,6,6,8,7.0,14,2,5
1,7,1,7,4.0,8,6,0
23,6,6,23,14.5,29,17,4
9,7,7,9,8.0,16,2,4
11,10,10,11,10.5,21,1,2
1,7,1,7,4.0,8,6,0
5,5,5,5,5.0,10,0,0
18,1,1,18,9.5,19,17,0
4,1,1,4,2.5,5,3,0
1,4,1,4,2.5,5,3,0
30,33,30,33,31.5,63,3,29
1,4,1,4,2.5,5,3,0
6,8,6,8,7.0,14,2,5
4,6,4,6,5.0,10,2,3
1,5,1,5,3.0,6,4,0
