q1_hash,q2_hash,q1_freq,q2_freq
2858,48011,5,1
23569,2191,5,3
7799,2018,20,18
12283,31165,14,7
28329,42152,10,10
28330,24160,4,17
5396,15125,9,12
28331,38834,10,6
28332,34543,7,26
23711,18823,11,12
28333,25973,1,6
1482,9116,38,26
12377,48012,6,1
25365,9260,11,29
24719,23102,5,5
4174,5383,28,23
28334,19644,1,4
28335,48013,4,1
28336,34644,1,5
7664,2692,12,13
28337,14840,1,5
28338,19528,1,4
20472,12746,2,5
28339,5444,1,5
2836,6498,19,14
17631,10072,6,5
453,35343,5,5
28340,48014,4,1
4060,1175,19,34
145,1481,13,10
3748,9693,26,27
985,708,47,31
28341,26308,1,4
8206,10218,24,24
14767,26536,4,4
13350,5633,50,18
28342,36172,4,5
280,25762,7,6
498,48015,15,1
28343,36529,1,10
6632,20970,20,17
5869,16073,14,27
541,7563,15,14
22256,48016,4,1
5968,28828,12,6
28344,413,4,5
16519,48017,8,1
797,1772,27,22
17912,391,5,15
5944,48018,5,1
28345,12845,1,9
28346,37142,1,4
28347,3686,2,41
24145,48019,4,1
890,1319,23,37
17391,1795,2,5
28348,16161,1,5
2664,4163,14,14
28349,17329,1,5
6073,7089,13,13
28350,25287,3,5
9072,38634,20,17
17580,48020,12,1
28351,34903,1,7
538,48021,6,1
5251,48022,6,2
640,41697,7,9
28352,29911,4,4
28353,11827,1,10
28354,26234,1,4
28355,36898,6,6
19937,456,8,8
13827,17599,4,4
28356,10408,1,4
28357,35009,2,5
1266,48023,17,1
9380,15749,6,6
28358,23634,2,4
405,3621,29,11
526,43526,6,4
16198,16439,11,13
28359,48024,4,1
28360,2935,1,14
28361,47061,1,4
3717,15101,5,7
14937,11576,7,8
13879,48025,5,1
14616,25192,7,7
28362,3607,1,8
16835,7333,9,10
12489,11584,15,15
20895,45400,4,5
14269,5499,9,9
15215,48026,61,1
10123,21,7,7
2552,4177,27,26
9644,34638,12,13
28363,1592,7,10
6358,48027,9,1
4989,2490,33,33
23873,30934,5,7
9285,1553,36,41
28364,48028,6,1
10081,48029,12,1
7082,27258,21,5
10175,6132,5,5
10042,13155,17,23
1362,30194,13,46
5779,34964,35,14
28365,22312,2,5
8580,22559,7,10
28366,48030,4,1
20825,4440,8,9
28367,15206,1,4
17731,9196,21,20
14675,38089,20,7
28368,9650,1,43
15706,10786,10,10
13665,4685,8,10
7838,1376,15,25
28369,9650,1,43
15372,13104,8,18
6906,2302,30,51
28370,3986,1,19
28371,48031,4,1
19974,48032,4,1
2496,48033,4,2
28372,26160,1,4
13081,37191,12,12
3450,6821,16,16
5206,15086,8,4
2315,1462,8,8
28373,8019,1,15
326,5846,9,8
28374,16378,1,13
28375,13813,8,6
19592,18575,5,4
2580,8786,19,40
17305,22749,18,7
11503,32473,10,6
5636,16355,11,7
22507,26468,9,9
8777,40412,14,3
140,48034,8,5
4817,899,4,4
4821,3420,3,13
7574,34347,13,13
28376,46929,1,4
15034,48035,5,1
908,29919,2,4
11537,4581,8,7
28005,48036,5,1
3852,48037,10,1
28377,12011,1,17
12649,37445,14,7
28378,8279,1,15
2662,45232,5,6
5201,21302,17,17
27550,22973,15,8
5104,8103,19,20
8520,48038,18,1
28379,8236,1,107
3440,11216,12,13
4580,48039,5,1
28380,650,3,5
272,26141,4,2
3049,48040,6,1
12626,18479,14,14
889,37645,5,6
25375,10642,3,7
19476,48041,5,1
305,4894,49,35
8832,43844,31,5
2248,6749,9,11
24561,27282,4,4
28381,34493,6,11
28382,20821,1,48
3591,13000,20,25
4892,14770,6,13
14204,9136,2,5
27395,28952,2,5
28383,15444,1,4
28384,10152,1,25
28385,12373,2,6
10953,22565,12,5
27313,48042,5,1
715,4613,34,17
11140,34898,2,12
7074,34005,6,25
10368,48043,7,1
23836,48044,4,1
7428,48045,4,1
21431,13409,9,9
28386,15431,1,4
16489,10473,5,8
7920,1733,8,12
21461,48046,4,1
1302,4973,5,8
28387,41568,1,4
1972,24618,25,8
28388,4386,1,29
28389,28778,1,5
9479,6698,8,6
11315,48047,4,1
17661,17944,4,11
11985,16889,8,13
28390,27590,2,8
28391,2737,1,9
13814,12978,28,40
6904,4378,10,20
7848,4816,16,11
1037,5654,15,23
2024,35115,22,9
3846,44618,26,3
28392,34060,1,7
25509,19918,5,5
28393,46815,1,4
5328,48048,10,1
21580,48049,4,1
6144,37345,18,10
13268,48050,4,1
598,7203,44,42
1277,6649,4,11
28394,11845,1,32
1769,48051,4,1
28395,37990,1,4
3553,13247,6,7
7429,15820,5,5
8880,48052,7,1
1662,5644,37,50
28396,43104,1,4
3026,1214,37,29
17706,4689,9,9
9206,25763,7,6
2801,39421,24,24
28397,7820,1,7
10202,9348,7,4
15404,9296,4,4
14989,356,20,15
203,48053,8,1
4408,19049,12,12
1738,20756,14,12
28398,46974,1,5
24927,25598,8,6
3171,48054,10,1
10672,48055,6,1
14030,3037,7,6
7891,35606,27,11
28399,32056,14,16
12421,7408,14,16
28400,34605,8,6
10994,26741,7,4
8961,34239,22,20
2426,37144,7,8
28401,43771,2,4
13685,8642,10,10
12626,18699,14,12
7115,19356,23,10
28402,47063,5,5
22552,33004,5,5
11849,545,7,9
7751,4622,4,4
13025,31594,7,6
28403,48056,6,1
7994,15378,4,4
28404,39798,6,6
6895,38951,15,13
6321,48057,4,4
18981,5800,5,6
28405,34657,1,10
14263,10003,14,12
28406,35778,1,4
13420,8395,7,8
4413,27631,12,4
28407,30634,1,5
26741,15329,4,4
28408,39415,4,3
18510,48058,5,1
28409,12362,1,6
28410,45129,4,4
28281,35500,4,6
1293,6235,17,19
15879,78,10,11
10426,11371,2,18
5806,25670,5,12
28411,18889,1,77
2687,48059,5,1
655,4614,50,38
28412,31133,1,7
14286,13982,11,11
28413,20611,1,4
19565,37301,4,4
17936,12766,15,17
28414,35381,8,3
2490,38457,33,31
8586,48060,4,1
12014,32897,21,2
8803,14014,29,4
18190,26330,4,4
11324,11746,9,3
4540,8502,11,11
8046,22830,17,16
4823,43901,8,4
28415,37987,1,11
185,345,26,23
2046,34497,12,12
28416,34295,1,4
16747,41750,6,4
18823,35253,12,13
28417,38288,1,6
28418,37081,2,6
28419,22713,4,7
28420,34143,1,13
18560,37505,9,6
10741,3734,16,13
28421,22915,2,4
28422,34969,1,105
4810,9083,26,35
22003,35248,5,9
1467,3912,9,25
9272,37850,10,10
10742,17022,15,10
28423,5600,1,4
28424,1374,1,55
3116,15172,39,24
28425,11645,1,10
28426,25470,1,6
28427,48061,5,1
755,48062,7,1
4400,20474,16,10
2232,333,29,51
28428,32265,2,6
469,20541,30,31
8913,21696,9,10
19676,48063,4,1
28429,5455,1,75
5724,20645,32,22
17535,34239,17,20
28430,1400,1,13
1716,1960,13,13
10841,48064,5,1
4610,48065,4,1
1037,14979,15,18
28431,46801,1,6
7518,14509,4,4
1100,21265,5,6
22496,20221,14,9
28432,43388,6,4
28433,12963,1,7
23172,44133,4,2
28434,13960,1,11
19609,48066,5,1
5793,3945,39,51
4060,8560,19,30
10477,48067,65,1
28435,10671,2,11
1075,5244,31,40
28436,15645,1,5
1723,15192,42,36
28437,48068,5,1
20832,12408,4,10
6991,1792,8,10
26505,48069,4,1
5940,35130,19,7
17861,23564,4,2
27474,1068,12,10
7138,2741,13,16
9273,21148,11,9
28438,44632,1,5
3842,10640,16,13
241,33007,6,7
1349,37787,14,13
1322,20689,16,20
28439,21468,2,4
3748,6037,26,53
13175,21302,16,17
23111,21448,11,12
26802,48070,6,1
6891,48071,2,4
6875,48072,4,1
28440,40858,1,4
28441,5913,1,5
28442,31619,1,5
2465,37234,5,9
1447,48073,13,2
28443,6035,1,7
5194,23282,13,10
6741,18384,9,9
28444,13612,1,6
28445,46581,1,4
6404,3457,19,21
2196,10277,9,7
28446,34143,1,13
6170,48074,4,1
28447,48075,2,4
4097,39208,8,7
10572,34859,11,22
28448,39253,1,4
1729,1800,14,13
28449,39539,1,10
28450,34597,1,5
13921,236,6,146
28451,1982,1,11
28452,48076,5,1
28453,42434,2,4
28454,5156,3,4
14197,6514,23,24
11564,48077,13,1
28455,39407,1,4
28456,48071,1,4
11018,10238,3,4
42,39059,6,5
8543,39604,8,5
6957,40348,5,2
9341,48078,4,1
28457,13041,1,4
21547,38966,2,5
28458,48079,5,1
28459,34667,1,14
2663,33978,6,2
16615,2144,8,26
28460,2596,1,11
23152,23107,3,4
6767,34114,5,2
5965,4086,14,5
22903,43093,6,4
10138,22187,17,12
28461,22653,1,4
28462,34660,1,4
28463,40695,1,11
11121,48080,9,1
898,3493,42,49
18913,44158,12,7
15588,14936,10,6
2960,48081,5,1
2026,48082,4,1
9372,48083,8,1
1558,21478,21,13
3723,4669,18,9
8791,48084,4,1
28464,48085,4,1
4305,48086,6,1
619,24501,14,5
14170,7508,7,8
10077,22956,7,9
28465,40858,1,4
28466,7612,2,9
28467,28074,3,7
3254,2602,12,12
25921,48087,4,1
8175,3535,10,7
28468,29261,2,4
10325,19227,6,7
12443,5201,17,17
16526,6608,18,20
28469,41246,11,9
807,3222,23,32
10058,35972,10,8
2260,48088,4,1
4076,48089,4,1
15602,48090,8,1
4060,10518,19,15
28470,42107,4,2
28471,1390,2,6
5569,28516,5,7
14456,30749,9,7
3623,20804,23,21
4173,16512,21,15
24907,48091,11,1
28472,583,1,12
12563,16603,7,8
4978,551,16,19
637,13132,14,16
5081,24728,13,27
28473,4042,1,21
16961,9573,9,11
28474,44159,4,2
24261,45456,6,3
13030,16694,6,8
28475,35121,1,5
1219,2396,47,45
14899,34670,12,16
28476,22508,1,10
28477,29718,1,6
28478,1252,1,4
8451,34236,4,4
28479,40091,1,6
13105,34391,25,31
28480,13892,1,9
965,48092,8,1
12252,48093,11,1
5550,48094,4,1
28481,41568,1,4
11603,2583,9,10
28482,37879,1,6
13758,48095,4,1
2977,19358,4,4
1402,3184,42,34
7191,11432,24,23
6704,34614,8,8
18608,21542,6,5
23318,48096,5,1
28483,15517,1,11
124,4209,49,26
5505,24051,14,13
2776,20579,5,4
18572,26703,9,11
5973,9208,21,22
28484,44103,1,4
28485,33981,1,12
1321,11952,6,6
12014,48097,21,1
7981,48098,4,1
6057,749,27,27
17289,35088,8,11
2741,48099,16,1
8101,13935,5,16
3123,37885,25,17
28486,18126,1,15
28487,13664,1,18
6612,35984,5,14
5808,35730,23,29
1723,1157,42,14
8913,14391,9,6
4553,2499,21,21
22783,26949,16,6
16909,48100,7,1
438,4645,4,4
28488,2771,1,6
3766,6477,32,31
28489,436,1,30
10197,4349,11,8
17713,41820,11,16
7950,41767,5,5
12992,8413,5,5
9369,48101,9,1
28490,38912,2,6
28491,48102,6,1
3485,18159,9,9
22288,39041,2,13
28492,17920,1,4
18956,19257,4,5
1512,37813,7,8
19534,16289,8,8
28493,44210,1,4
2793,17101,6,8
28494,45573,8,6
10837,48103,5,1
7835,25837,4,6
8251,39737,6,6
6694,48104,6,1
8775,40630,6,8
1147,7361,28,47
28495,34651,1,15
12981,41366,9,5
10434,35812,7,2
4105,48105,7,2
11925,25293,7,6
3777,48106,5,2
6848,4613,30,17
12846,35231,5,15
16151,18970,4,7
28496,34245,1,15
14814,36927,8,6
17797,11462,2,5
5900,28518,7,2
28497,6650,1,4
8777,16202,14,19
17365,21080,5,4
23146,10174,12,10
28498,8605,1,9
27485,23471,5,8
1002,22724,7,11
3089,35663,30,23
3523,6109,19,19
9045,48107,6,1
10610,43358,8,7
5205,24997,5,8
28499,18119,1,6
15062,32770,6,4
9896,36724,2,4
28500,48108,9,1
8322,4163,13,14
4827,4019,10,7
28501,48109,6,1
5562,8063,12,12
371,19436,8,12
28502,8025,1,4
7724,48110,5,1
27142,48111,4,1
15971,16558,6,3
18729,48112,4,1
28503,48113,4,1
1603,8759,15,35
8040,48114,4,1
16066,27320,6,9
7280,22008,21,12
28504,48115,5,2
28505,39153,1,7
2409,3524,20,19
4355,48116,8,1
13257,48117,6,1
28506,31835,1,5
3026,3172,37,24
7812,8105,7,5
28507,15671,1,5
18192,3826,9,8
10732,6660,15,20
24555,9582,6,5
28508,7082,1,21
28509,48118,7,1
1255,20555,11,11
28510,48119,4,1
28511,18119,1,6
28512,23649,4,5
28513,19850,1,11
28514,7929,1,4
909,34754,40,6
5076,37652,18,19
28515,42141,4,4
9081,2852,12,6
28516,236,7,146
3825,7368,12,11
2911,40152,8,8
3995,29690,31,34
20380,34458,2,7
18619,48120,4,1
22783,7199,16,12
15591,48121,17,1
28517,17755,1,7
4443,8543,7,8
3469,304,28,34
6498,10987,14,20
21757,48122,5,1
7363,45001,6,4
10089,1204,19,26
28518,139,2,26
22055,20197,8,6
18511,24300,11,12
28519,36274,5,7
27332,14227,9,4
4430,13901,13,14
4791,19973,14,15
15460,34486,7,7
997,12983,14,14
14562,8078,4,4
4721,1533,5,5
8652,21623,9,10
1977,23034,17,3
28520,34940,1,9
28521,35625,1,10
28522,5510,1,5
17704,4452,6,9
1426,34680,36,34
12241,1333,4,10
22732,33150,9,4
28523,27054,2,5
90,34249,9,9
28524,27115,2,5
17709,764,7,11
15117,5943,13,15
28525,38401,6,8
10310,18188,9,16
6040,35221,14,12
2904,38938,7,6
28526,35965,1,5
28527,44511,5,5
5097,6144,21,18
21946,30400,4,4
28528,39169,1,8
19481,48123,8,1
21073,5273,5,7
1814,48124,7,1
3473,48125,9,1
4653,6671,10,11
28529,12341,1,4
2799,4702,18,17
26796,48126,4,1
28530,37716,1,4
8546,48127,5,1
405,48,29,25
3623,10218,23,24
22080,48128,4,1
2055,25471,41,28
28531,30579,1,5
28532,48129,2,5
10463,11780,12,13
28533,48130,11,1
4152,39829,8,8
26095,32265,4,6
20817,8216,3,13
16860,14401,8,9
3472,42871,5,2
28534,13897,1,11
20690,42298,4,5
24808,30914,5,4
4246,12600,16,2
28158,20255,2,6
15374,25490,2,5
2208,603,26,22
12878,16492,14,13
28535,28978,1,4
28536,38125,1,11
12663,2380,9,10
4252,17979,42,37
28537,40658,2,4
5994,19558,30,33
28538,48131,1,5
15325,4947,49,38
5563,48132,6,1
6898,4801,7,19
9610,37610,5,4
5376,48133,6,1
28539,39276,2,15
9607,6444,22,22
28540,10070,1,4
28541,1241,2,5
19180,48134,7,1
24824,48135,4,1
4465,19630,9,6
28542,8628,1,4
28543,39539,1,10
20255,14511,6,5
28435,7864,2,17
16443,7972,5,7
8423,29943,6,5
28544,12978,1,40
310,13155,25,23
28545,17184,1,7
3528,48136,6,1
28546,6959,1,7
10594,34447,6,8
6421,24257,6,9
16232,22448,8,6
28547,34230,11,15
4549,35990,5,2
15227,22159,4,6
8473,18015,4,5
20784,26567,6,6
28548,34531,1,4
28549,12103,1,8
26435,32034,24,35
221,2477,14,17
27594,13544,3,4
28550,8236,1,107
22765,15918,4,4
3685,14063,5,5
4610,48137,4,1
17774,11765,4,6
6235,3734,19,13
28551,30742,1,28
28552,47326,5,2
28553,28660,1,7
28554,22553,4,2
2135,2089,31,25
28555,14887,1,18
5693,41663,12,12
8632,343,19,19
28556,32034,1,35
5216,2268,19,19
6660,5230,20,15
16764,23214,12,19
28557,22357,4,4
5387,44265,4,2
12024,8361,5,4
1335,11571,20,20
28558,25130,2,6
27424,39168,15,2
28559,37306,2,16
7908,48138,6,1
15554,7719,4,5
8993,42874,3,6
28560,48139,4,1
2580,5991,19,23
2073,19794,19,23
24570,26354,5,5
12028,7804,11,21
17253,6638,12,17
11148,39733,6,5
14223,912,7,7
28561,27519,1,4
12788,37315,8,8
28562,36402,1,9
12167,26125,8,9
28563,40649,6,5
616,16717,10,6
19070,34298,7,24
588,17123,9,18
28564,45637,1,5
2552,1809,27,27
28565,44766,1,4
28566,2932,1,10
22507,34570,9,14
5729,23325,6,7
20350,8501,4,5
28567,11074,4,7
23694,48140,4,1
4131,25053,13,11
9323,727,19,15
3238,38771,15,9
24764,24390,11,27
20154,5599,5,5
2913,16763,23,18
28568,18433,1,13
1904,12509,21,25
28569,36602,1,5
26920,18095,4,5
3183,21421,6,3
28570,33046,1,4
5954,2393,31,28
460,22734,13,36
23615,48141,5,1
323,22749,15,7
13604,48142,6,1
28571,36085,1,6
22193,48143,4,1
489,3493,23,49
28572,5723,1,24
28573,48144,7,1
28574,3666,4,3
1870,21162,17,23
28575,48131,1,5
5211,23778,9,9
28576,32560,2,5
8484,22450,6,5
15108,25736,12,10
9351,48145,4,1
2484,1448,16,20
5647,14521,18,17
19088,38966,5,5
4074,41796,5,5
7704,19711,5,7
13743,29121,3,8
6780,48146,5,3
483,2447,25,25
28577,10570,1,8
14555,24719,5,5
18752,40765,4,5
16992,35077,6,13
8993,34837,3,6
850,18313,20,55
20829,48147,5,1
6826,19902,23,21
6917,48148,6,2
28578,24564,8,14
5661,4747,16,16
2012,7984,27,23
14508,45426,4,5
1431,14435,28,23
10498,2042,6,13
28579,11019,2,14
28580,42387,1,4
28581,48149,4,1
7325,48150,24,6
28582,48151,5,1
6870,48152,10,1
2590,20963,14,18
28583,37609,1,5
28584,16695,7,7
9211,18031,9,13
535,24601,13,7
6945,18197,18,8
28585,16150,1,21
331,37575,5,5
28586,15173,1,5
223,41809,9,4
23047,47435,9,6
4993,7625,14,15
408,26443,11,6
25580,48153,5,1
21616,43646,7,6
5165,1865,19,22
17282,11690,5,14
1859,16012,7,5
3624,1638,6,2
28587,8829,1,8
370,18418,7,13
28588,8736,1,4
4376,14618,8,8
12252,48154,11,1
28589,7932,5,11
5475,43095,11,5
5826,2232,7,29
6165,9281,5,10
6869,14799,9,2
3356,37842,7,7
22802,36784,4,4
11417,48155,7,1
8803,48156,29,2
28590,491,1,38
4801,21261,19,12
25307,8236,4,107
4849,8787,8,7
22998,25647,6,2
16686,24488,4,6
11240,11457,9,11
28591,23652,1,8
139,40611,26,6
28592,48157,4,1
20829,1979,5,29
3452,5383,35,23
28593,40769,2,4
22262,48158,4,1
13912,7314,24,27
6384,34374,21,20
11144,4688,7,7
12456,8445,10,10
24974,43676,4,4
645,732,2,30
12385,14435,9,23
8888,48159,6,1
21923,48160,4,2
19567,14214,3,11
28594,7707,1,5
3904,48161,4,1
28595,3696,2,4
28596,17460,5,6
5876,17881,6,10
18035,48162,4,1
2152,11330,18,18
9966,12022,7,8
28597,48163,1,4
3273,38162,10,10
7100,48164,5,1
389,13492,31,20
28598,6271,6,6
17834,40670,9,4
28599,1772,10,22
1578,34587,14,17
28600,24979,1,11
5517,34443,2,12
14137,32336,9,11
22245,48165,4,1
6016,14139,34,19
4924,2782,15,15
28601,37703,9,9
27486,2110,13,15
28602,16017,1,5
1723,1553,42,41
9022,11819,6,6
13363,35270,21,20
839,315,38,32
5242,48166,6,1
28603,13218,1,4
13166,13803,17,13
20595,28469,9,11
16321,47470,5,5
28604,10135,1,6
17507,26178,4,5
28605,28979,8,6
3900,38371,18,7
28606,38798,6,7
23528,7949,3,5
6263,3109,17,24
13726,44802,5,6
7848,9088,16,17
10113,8561,10,10
14950,7030,5,5
2680,48167,5,1
12346,2735,13,8
28607,17579,1,5
2847,18171,3,4
28608,46741,2,4
11393,37223,5,2
28609,39446,1,4
28610,25160,1,9
6929,14401,7,9
7014,1644,2,8
1299,48168,11,1
2147,32592,18,16
25803,13229,6,4
1317,3368,45,46
2088,48169,4,2
19771,48170,5,1
7043,37532,15,13
4528,1579,14,16
25545,48171,4,1
10981,23189,13,17
3124,897,23,22
5716,8706,20,31
6274,48172,10,1
22882,48173,4,2
10790,37885,22,17
28611,43828,5,2
28612,5455,1,75
95,6361,31,32
13155,38634,23,17
763,3998,20,19
8803,9803,29,33
19409,48174,5,1
6269,2974,6,6
8582,44975,4,5
2634,9044,9,13
16249,48175,8,3
4414,4775,12,11
28613,29651,1,4
6719,26527,17,17
28614,27674,1,4
28615,37100,9,9
2946,7332,25,32
28616,27700,1,12
28617,45167,1,4
28618,25676,1,9
622,1335,22,20
21340,16408,7,8
28619,37516,1,4
26262,8279,11,15
28620,40469,1,4
27337,48176,5,1
28621,36642,1,5
9870,7044,12,21
28622,11435,1,5
19566,48177,4,1
28623,11542,1,9
22651,48178,6,1
1029,16328,49,41
12508,15467,11,8
21377,8828,6,5
12349,48179,5,1
15865,46292,5,4
28624,36205,1,5
13595,48180,5,1
28625,10149,1,6
6565,48181,9,1
12262,48182,4,1
13291,48183,4,1
28626,26265,1,4
11996,3902,14,14
1482,4894,38,35
28627,12017,1,10
28628,8798,1,6
484,23219,14,12
2290,39592,8,9
17846,13788,7,10
28629,48184,5,1
315,8126,32,17
14051,28821,12,12
3774,20745,8,2
8941,36512,18,21
14765,48185,7,1
496,48186,36,1
13167,26671,5,6
28630,46563,4,4
18470,14887,14,18
14687,48187,4,1
5000,11907,13,7
28631,30211,1,4
5902,20078,12,4
21662,39138,4,4
21720,37346,3,4
28632,25035,1,7
18599,31701,7,7
22983,6968,4,4
28633,35832,6,5
24823,48188,4,1
1356,7984,13,23
1597,3001,26,24
10594,714,6,6
27917,39535,19,23
2701,27366,8,8
28634,22762,2,5
20791,48189,5,2
2355,3841,24,30
28635,35915,1,5
28636,18188,1,16
17289,12915,8,10
2251,41932,5,3
9401,11327,2,4
28637,40599,1,4
28638,48190,5,1
23319,25130,4,6
20875,48191,5,1
8761,1802,9,9
28639,5949,1,7
6411,42588,5,4
21488,48192,6,1
576,2106,19,16
28640,11599,1,6
11544,31384,9,8
13078,48193,8,1
28641,29195,9,7
463,2425,36,25
4720,24411,4,2
10741,39535,16,23
28642,13813,1,6
18889,40123,77,2
25285,35742,8,12
6700,1349,13,14
1719,48194,4,1
4681,10024,25,17
28031,48195,6,1
7736,2544,7,12
19987,29198,5,5
28643,41247,4,4
4530,19428,19,16
5129,34190,41,17
3,41537,4,2
1399,26551,15,9
28644,18155,1,10
5136,48196,5,1
28645,13608,4,6
28646,24745,1,4
12374,25694,10,9
28647,36677,5,5
12663,17876,9,18
11129,11290,24,23
11388,30983,15,4
23377,48197,5,1
3001,14250,24,25
4334,34,9,9
375,15908,12,2
27387,3835,11,16
25694,36749,9,8
1985,31989,19,31
28648,5728,1,4
14791,30898,6,6
2340,23654,12,7
28649,48198,5,4
28650,15215,1,61
4180,47864,6,4
2519,6152,10,14
10618,1126,16,13
15159,41278,6,2
3608,22725,10,9
10976,48199,6,1
2125,13086,24,9
10922,37814,5,4
28651,287,1,8
6397,10485,7,9
3074,34918,5,4
2456,48200,7,1
28652,34751,1,11
28653,28086,1,5
157,5943,14,15
3835,35576,16,16
12150,16767,24,9
22495,40964,14,12
28654,14541,1,5
6531,48201,14,1
4401,29414,19,32
469,35237,30,33
28655,39349,1,4
3694,27601,27,10
28656,18784,1,5
17443,41411,4,5
3526,3835,16,16
6268,20850,11,8
13884,946,13,11
14417,24015,7,5
1188,40225,26,26
25521,48202,4,4
2547,48150,15,6
12561,35273,6,2
17982,19986,8,6
28657,10333,1,12
28658,4683,1,5
16408,2372,8,7
983,19659,9,3
3899,48203,5,1
28659,42534,1,4
10042,320,17,24
19310,47709,8,3
28660,48204,7,1
12055,34289,4,4
11949,3059,13,12
28661,5455,1,75
28662,10650,1,22
17577,6942,11,11
23930,34959,5,4
5777,39668,7,7
9890,19594,17,17
236,8872,146,29
28663,19024,1,4
28664,39405,1,7
3544,34749,22,44
28665,33463,1,6
25042,16327,5,9
2484,1581,16,10
2775,7252,9,9
6112,17612,16,9
28666,34327,1,19
16695,47830,7,5
28667,29416,1,5
28668,17069,1,6
5099,19558,39,33
4312,35639,15,14
28669,23759,14,17
1102,22361,18,18
28670,48205,4,1
4651,48206,4,1
28671,9019,8,10
28672,33971,7,8
7158,13677,9,10
20441,5262,5,14
4863,2089,31,25
6710,42113,4,4
4199,19558,47,33
9086,26,14,48
6618,48207,5,1
28673,4042,2,21
4213,3217,11,9
15417,48208,5,1
8085,48209,7,1
20591,9335,7,7
1402,3544,42,22
12279,48210,5,1
5350,48211,9,1
28674,186,1,44
28675,46755,3,4
16418,25032,7,9
17872,48212,4,1
8728,7138,14,13
13871,45412,4,5
28676,35176,1,8
27633,48213,11,1
3721,5216,19,19
2087,4785,32,28
855,22031,4,4
9607,3909,22,31
28677,11578,5,5
28678,35121,6,5
9273,30799,11,10
4615,36470,4,4
11240,13720,9,13
28679,48214,4,1
28680,1048,1,15
28681,33085,1,10
28682,40490,6,6
28683,6888,1,4
14550,48215,4,1
1330,15905,6,6
5651,3200,5,9
9227,36923,9,12
28684,236,1,146
2782,12604,15,13
1918,48216,8,1
28685,45738,1,4
1121,7133,22,24
9236,5710,8,13
1184,44440,9,8
20080,32212,17,20
28686,43392,5,4
23805,42420,5,4
2080,11437,12,13
28687,14454,1,10
28688,48217,4,1
28689,36392,4,3
1139,366,10,10
28690,48218,4,1
28691,37758,12,12
18463,34698,11,12
19228,24505,9,8
28692,29771,4,3
104,48219,6,1
15725,27932,5,5
4741,2302,41,51
478,20572,5,5
28693,7894,1,5
17878,26486,5,5
28694,19762,16,2
28695,892,4,7
28696,24288,1,4
10790,8590,22,15
17318,27984,5,4
9530,3625,16,17
8856,1806,26,26
8007,291,17,13
7305,35036,7,7
2001,23619,26,25
2353,4897,12,43
28697,48220,5,1
23628,4185,6,6
28698,4492,10,10
312,5762,12,11
21431,32400,9,7
4825,261,16,30
4825,39245,16,6
7036,13584,5,5
25109,48221,5,2
6075,772,12,19
28699,22278,1,6
17945,8577,7,25
27857,48222,10,1
28700,4823,2,8
12509,1867,25,22
28701,37754,1,4
897,283,22,12
28702,29506,2,4
2909,10362,54,27
16831,48223,4,1
28031,48224,6,1
5787,2993,15,13
7071,2494,5,5
3698,8899,22,18
17856,8236,4,107
427,12352,4,4
27970,48225,5,1
2743,48226,11,2
4925,1137,27,19
4437,48227,7,1
11620,48228,4,1
28703,11431,1,10
4505,6477,31,31
7305,18592,7,5
28704,12886,6,8
6868,1597,29,26
14729,37200,10,8
4373,6144,19,18
2079,48229,5,1
28705,28010,6,5
28706,48230,4,1
28707,22699,1,6
839,5633,38,18
6346,23435,7,4
19197,6435,7,4
6554,48231,5,1
28708,34986,7,6
9959,36870,7,7
3304,48232,4,1
655,2294,50,25
5713,4153,4,30
28709,33038,1,40
2194,8859,6,6
5394,13751,11,11
16958,48233,4,5
9185,19967,36,30
28710,36016,2,14
14058,11663,4,4
4073,25694,13,9
7616,48234,5,1
28711,41392,1,5
14673,48235,9,3
587,4043,40,21
6630,21001,5,5
1647,23616,7,2
4083,48236,11,1
4826,27848,10,11
28712,31423,4,7
968,48237,4,1
28713,37879,1,6
6226,48238,6,2
5180,8264,24,20
2486,12000,7,7
529,24033,25,33
6734,802,6,19
13588,23814,10,2
28714,21998,4,6
6022,5977,9,7
28715,43314,6,2
278,37330,5,6
25092,48239,5,1
3854,33223,6,6
28716,39930,5,5
28717,34455,1,14
16887,19553,4,17
19608,18017,6,6
18587,17769,8,9
28718,48240,4,1
671,48241,29,1
15327,48242,5,1
28719,1062,2,4
24877,48243,17,1
23700,48244,6,1
28720,6956,4,5
28721,36396,1,5
14999,26702,4,2
1234,48245,4,1
21182,35283,6,8
28722,19176,1,5
13261,48246,6,1
11859,34600,5,5
28723,35508,6,6
1573,9986,10,11
28724,3195,1,10
28725,36631,4,6
23319,36577,4,5
1399,43095,15,5
7117,28891,10,8
28726,14657,4,2
15749,38020,6,6
5727,31086,20,21
25291,48247,5,1
1524,3492,18,21
18315,48248,13,1
3194,1083,28,49
28727,7119,1,5
389,3126,31,31
28728,7334,1,5
319,48249,7,1
6686,48250,9,1
6381,36484,9,16
1769,48251,4,1
28729,48252,4,1
2250,3980,37,38
876,1073,13,9
28730,28906,1,5
6986,48253,4,1
28731,2824,1,13
4133,3217,20,9
28732,10868,4,6
28733,28263,1,14
12135,9650,2,43
12578,41099,33,25
28734,20936,1,6
11419,18681,13,9
28735,12101,1,4
26594,20491,10,8
28736,8432,1,14
22371,48254,4,1
28737,7328,1,8
